[02.12.07 15:22] q :  Albo duński dynamit :) . 
[24.07.06, 10:53] fala :  szczególnie w upały. z kosztami takiego ubioru też nie łatwa sprawa - trzeba było go samemu wykupić, jeli nawet były dostępne nadmiarowe mundurki do wykupienia, to ci biedniejsi mieli z tym problemy. no i możliwoci prawne były już - skoro u mnie w normalnym, publiczny LO tak można było, więc Giermek gra pod publiczkę trochę chyba ;)  
[24.07.06, 10:45] fala :  w moim liceum byłem ostatnim rocznikiem bez mundurka i wiatkiem setek długanych rozpraw na ten temat. na mundurek składał się jeden kompletny zestaw - spodnie + marynara, noszony raz w tygodniu, przez resztę czasu nosiło się koszulkę i bluzę 'firmową' + własne, dowolne spodnie. na pewno był problem z utrzymaniem tego w czystoci,  
[24.07.06, 3:13] Erotyczny :  ciekawe jakie mundurki będą w ii ....  
[24.07.06, 1:17] nirvanka :  OMFG: http://wiadomosci.gazeta....8.html?skad=rss <http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3503368.html?skad=rss>  
[24.07.06, 0:56] Railman :  tam jest wyraznie napisane, ze szkoly beda MOGLY podjac taka decyzje. (swoja droga, to do tej pory nie mogly?)  
[23.07.06, 23:55] MasterOfDisaster :  OMG http://miasta.gazeta.pl/w...51,3503192.html <http://miasta.gazeta.pl/wroclaw/1,35751,3503192.html>  
[23.07.06, 23:47] MasterOfDisaster :  w pracy mam obecnie mundurek, kazdy od sprzatacza po managera wyglada identycznie (poza kolorem hi-vis vest'a) i serio się to sprawdza.  
[23.07.06, 23:44] MasterOfDisaster :  A ja bym był za mundurkami, co jak co, ale byloby geek  
[23.07.06, 23:11] pushq :  buahahahaha: http://wiadomosci.onet.pl/1360332,11,item.html ciekawe czy nam też każą?  
[23.07.06, 23:06] pushq :  modułki roxX: http://www.sieni.us/?id=6  
[23.07.06, 18:15] d* :  ;-)  
[23.07.06, 15:53] api :  http://www.sieni.us/?id=8  
[23.07.06, 14:57] Zuraw :  pushq: czasami piszą np.: Krzysztof R. mąż Jolanty Rutkowskiej (dane zmylone, ważna zasada)  
[23.07.06, 12:06] pushq :  Krzysztof R. któż to może być? może zdjęcie co nam powie: http://wiadomosci.gazeta....5.html?skad=rss <http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3501945.html?skad=rss>  
[23.07.06, 12:02] pushq :  Fucking Potatoes...  
[23.07.06, 11:51] nirvanka :  Bloody Sunday..  
[23.07.06, 11:32] tumdum :  Grim Fandango!!!!!!!!  
[23.07.06, 9:42] Erotyczny :  a tam się okoazało że nie sprzedadzą mi bo do 10 tylko nic mi niemówiące brekfasty, a dzisiaj chciałem kupić piwo u ciabatów i też po 10 tej.... PIĆ  
[23.07.06, 9:41] Erotyczny :  tak w ogóle to jest pojebany kraj, dwa dni temu jak zgubiłem portfel miałem chęć zjeć co niezdrowego o 7 mej rano po pracy - zajechałem do maca  
[23.07.06, 9:40] Erotyczny :  aha wszystkie karty sim z heyah plusa ,SS, ery na szczęcie prepaidy ... ale dół bo muszę bez pieniędzy czekać do piątku aż przelew przyjdzie ...  
[23.07.06, 9:39] Erotyczny :  no włanie, w poniedziałek chyba pójdę na policję, a karte zablokuje bo wrócę z gotówką,a i tak mi się na niej już obrazek znudził już nawet nie pamiętam co więcej tam miałem..  
[23.07.06, 0:13] MasterOfDisaster :  Łukasz, zgubiony dowód olej, legitymację olej, euro <26 olej, kartę zablokuj, brak dowodu lepiej zgło, na wypadek posiania paszportu, bo wtedy nie wrócisz ;p  
[22.07.06, 22:20] pushq :  a propos najnowszej ustawy: http://ja.rafi.pl/wp-cont...e_na_pis_wh.gif <http://ja.rafi.pl/wp-content/uploads/2006/07/nie_glosuje_na_pis_wh.gif>  
[22.07.06, 21:46] Railman :  a po co się meczysz ze zwyklym dowadem na jakims konsulacie? v zwyaczajnie po pworocie do karju zglaszasz kradziez dokumentow i po ptokach :)  
[22.07.06, 20:15] pushq :  na wppt prawie na styk ;)  
[22.07.06, 17:55] Hegi :  Łukasz: pewnie powiniene zgłosić się do konsulatu albo ambasady, w zależnoci na jak wielkim zadupiu jeste.  
[22.07.06, 16:47] desp :  *kshaczek*, akurat  
[22.07.06, 9:19] Erotyczny :  &#8364;gubiłem portfel z dokumentami i 15 funtów :(, dobrze że paszport był w domu... czy kto wie co mam zrobić jak osobisty posieje za granicą? nie mówiąc już o euro <26,legicie studenckiej, karcie do banku na szczęcie nie debetowej ...  
[22.07.06, 9:17] Erotyczny :  kurwa mać  
[22.07.06, 9:17] Erotyczny :  swoją drogą  
[22.07.06, 9:15] Erotyczny :  pushq ale je się bym niedostał na więszoć, nie każdy jest taki genialny jak wy  
[22.07.06, 7:47] Malinka :  pushq: to jednak miales niezla te mature, bowiem bez fizyki srednia 6.0 (plus 6 ze studium talent) nie gwarantowalo wejscia na informe na wppt :P  
[22.07.06, 5:50] kshaczek :  ja  
[22.07.06, 5:16] Railman :  juz 5 rano, a dest nadal siedzi na gg... zobaczymy kto wytrzyma dluzej  
[22.07.06, 0:10] dsk :  Ozon we Wrocławiu: http://wiadomosci.onet.pl/1359991,11,item.html  
[21.07.06, 22:02] tumdum :  no jak ja to 2 razy zdalem to Paczes(owa) ma zdecydowanie racje :D  
[21.07.06, 19:49] Paczesiowa :  puszku to cos to byle debil zda...  
[21.07.06, 19:09] MasterOfDisaster :  http://wiadomosci.gazeta....35,3498975.html <http://wiadomosci.gazeta.pl/wiadomosci/1,60935,3498975.html>  
[21.07.06, 18:22] pushq :  i zdać coik fajnego, co zdawała jedna osoba na siedem, a teraz dla osób ze starą maturą jest jeszcze mniej miejsc...  
[21.07.06, 18:17] tumdum :  pushq: no co ty? powaznie? to strasznie wysokie wymagania tam maja. u nas wystarczylo miec zaliczona matura ;)  
[21.07.06, 18:13] pushq :  lol, popatrzyłem sobie na progi z zeszłego roku na pwr i z moją nędzną maturą bez fizy (i bez dodatkowego egzaminu z fizyki) dostałbym się na każdy kierunek oprócz architektury :-] rzeczywicie super uczelnia  
[21.07.06, 15:04] nirvanka :  26 postów od wczorajszego wieczora - co to, koniec wakacji, czy jak?  
[21.07.06, 14:29] kad :  http://news.bbc.co.uk/2/hi/technology/5202236.stm - może nie tak źle jak w naszej Biedronce, ale chyba jeszcze raz się zastanowię, co chcę robić w życiu. :)  
[21.07.06, 11:33] fala :  autorstwa mojego kolegi z dzielnicy: http://sir.turbodebile.info/gpu.jpg  
[21.07.06, 0:20] yanoo :  szkoda, że mój komp przy tym będzie się krztusił, o ile w ogóle udźwignie ;]  
[21.07.06, 0:15] tumdum :  yanoo: a widziales GUN ? ( http://gry.wp.pl/filtr;0,...2;gun;core.html <http://gry.wp.pl/filtr;0,0;x;gra,33,10727,9225012;gun;core.html> ) - calkiem przyjemna gierka  
[20.07.06, 22:00] yanoo :  http://gry.wp.pl/core.htm...a,26,10327,3294 <http://gry.wp.pl/core.html?filtr=0,0&x=gra,26,10327,3294> faaaajne  
[20.07.06, 21:46] yanoo :  e tam ;] korytarz pułapka rlz :P no i komentarze prof. Marcinkowskiego :)  
[20.07.06, 20:59] revo :  komentarz nowego instytutu - omfg!  
[20.07.06, 19:10] MasterOfDisaster :  Ale tu też gorąco strasznie  
[20.07.06, 19:10] MasterOfDisaster :  Ja dzi byłem w największym lesie w Anglii, wygląda jak park, w dodatku wiecej ludzi niz drzew. Juz mi się chce wracac do Ojczyzny  
[20.07.06, 18:51] nirvanka :  ja jestem w centrum Londynu i się smażę z gorąca i słońca  
[20.07.06, 18:12] Erotyczny :  Ghandal co ciemnia, ja jestem niedaleko i słońca nie ma ...  
[20.07.06, 18:01] nirvanka :  zgapiacz:P  
[20.07.06, 17:03] GhandaL :  greetings from sunny London  
[20.07.06, 8:27] Erotyczny :  Master i kshaczek widziałem że zwiedzalicie na wyjeździe też hajdpark prodziekana :)  
[20.07.06, 2:30] roolin :  kshaczek, przypominam, że jeste na pustyni!  
[20.07.06, 2:17] kshaczek :  E tam, tutaj jeszcze nie padal deszcz od kiedy przyjechalem i nikt tego nie przezywa zeby od razu obrzedy odprawiac :>  
[19.07.06, 23:00] desp :  ET u Dreamera_ na 156.17.227.*119*, powtarzam 156.17.227.*119*  
[19.07.06, 22:35] q :  Nowy rząd, nowe sposoby -> http://wiadomosci.gazeta....00,3495552.html <http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3495552.html>  
[19.07.06, 21:57] q :  zwiedzamy pół godziny później jednak  
[19.07.06, 21:28] pushq :  http://wiadomosci.gazeta....78,3491896.html <http://wiadomosci.gazeta.pl/wiadomosci/0,74178,3491896.html>  
[19.07.06, 20:00] pushq :  ja chyba też się kopsnę na zwiedzianie  
[19.07.06, 19:36] desp :  *yanoo*, rotfl  
[19.07.06, 19:34] yanoo :  http://www.youtube.com/watch?v=HN9Fls85Erk&NR niektórzy to mają naprawdę dziwne sposoby na nudę  
[19.07.06, 19:23] yanoo :  jak wyrobię to będę  
[19.07.06, 19:01] yanoo :  http://www.28dni.pl/ lol?  
[19.07.06, 17:59] q :  Biorąc pod uwagę panujące upały, 17:15 pod nowym ii to dobra pora na zwiedzanie.  
[19.07.06, 16:45] desp :  *$* whois googlemotherfucker.com  
[19.07.06, 15:32] dsk :  *q*, a o której? Heh, ładne "BTW"... ;]  
[19.07.06, 15:22] q :  Btw. Czy kto jest chętny na zwiedzanie jutro nowego ii?  
[19.07.06, 14:58] q :  "Nikt nas nie przekona, że białe jest białe, a czarne jest czarne! [miech na sali] Przepraszam! Że białe jest czarne i czarne jest białe" J. Kaczyński w exposé.  
[19.07.06, 14:05] pushq :  http://mlodzi-ratuja-biske.blog.onet.pl/  
[19.07.06, 12:49] fuu-jin :  http://www.youtube.com/wa...&page=1&t=t&f=b <http://www.youtube.com/watch?v=GWzmL05OlYA&feature=TopRated&page=1&t=t&f=b>   
[19.07.06, 11:01] tumdum :  jest moze jakis (inny niz okrojony dotfuscator dodawany do vs) darmowy obfuscator dla c#/.net ?  
[19.07.06, 9:58] Paczesiowa :  http://www.youtube.com/watch?v=fA-qmb2By_U  
[19.07.06, 5:35] nirvanka :  dobranoc...  
[19.07.06, 3:28] Paczesiowa :  lukasz jest kucharzem?  
[19.07.06, 1:14] desp :  http://blog.konieczny.be/...pod-moim-oknem/ <http://blog.konieczny.be/2006/07/19/wypadek-pod-moim-oknem/>  
[18.07.06, 22:57] dsk :  warzyć = gotować  
[18.07.06, 20:00] pushq :  kto oglądał wiadomoci tvp ten widział, że w podpisie pewnego człowieka napisali "(...) greenpeas"  
[18.07.06, 18:22] desp :  waga czy warzywo? :>  
[18.07.06, 18:02] Erotyczny :  zwarzywszy na to że zaczynam prace za dwie godziny, wstaje najpóźniej :P  
[18.07.06, 15:10] Paczesiowa :  moze zawody kto pozniej wstaje:>  
[18.07.06, 14:53] d* :  mówicie? Będę musiał kiedy spróbować wstać skoro wit zamiast kłać się wtedy spać :>  
[18.07.06, 13:23] desp   
[18.07.06, 12:09] q :  dobrze wstać skoro wit :>  
[18.07.06, 5:06] nirvanka :  zief  
[18.07.06, 4:31] desp   
[17.07.06, 23:30] q :  fala, lista żądań: http://ii.yebood.com/viewtopic.php?t=1183  
[17.07.06, 18:44] pushq :  http://wiadomosci.gazeta....8.html?skad=rss <http://wiadomosci.gazeta.pl/wiadomosci/1,53600,3489418.html?skad=rss>  
[17.07.06, 14:55] tumdum :  pojawil się sharpdevelop2.0 ( http://www.icsharpcode.net/OpenSource/SD/ )  
[17.07.06, 14:33] fala :  *q:* chcesz jaką kasę za te reklamy? ;>  
[17.07.06, 11:29] q :  Patrz http://ii.yebood.com/rozne/1192039595.htm (kopia strony zrobiona przez Aktula)  
[17.07.06, 11:22] GhandaL :  Zuraw: nie działa - pewnie się przeprowadzają :)  
[17.07.06, 9:06] fala :  pewnie za jakie grosze dla entuzjastów, ale przynajmniej serwis znany: http://www.esports.pl/?id...0&comments=flat <http://www.esports.pl/?id=post&post_id=1879400540&comments=flat>  
[17.07.06, 8:21] Zuraw :  mi się wydaje czy www.ii.uni.wroc.pl <http://www.ii.uni.wroc.pl> nie działa?  
[17.07.06, 3:23] Erotyczny :  http://www.itgoddess.info/index.php  
[16.07.06, 23:10] tumdum :  stalo się web 1.9(9)  
[16.07.06, 22:10] pushq :  aaa co się stao z last.fm ?  
[16.07.06, 20:33] yanoo :  http://poradnikwebmastera...ebmasterow.html <http://poradnikwebmastera.blox.pl/2006/07/Amnestia-dla-webmasterow.html>  
[16.07.06, 12:45] yanoo :  wie kto, czy będą transmitowane mecze MŚ w kosza z Japonii gdzie w polskiej telewizji? Polacy co prawda nie awansowali, ale USA wystawiło chyba najsilniejszą ekipę od czasów pierwszego Dream Teamu  
[16.07.06, 11:09] roolin :  wie kto o której będą mecze w Japoni?  
[16.07.06, 9:43] yanoo :  na bank wszyscy  
[16.07.06, 3:37] q :  Komentator meczu USA-POL "Dla tych z państwa, którzy nie znają przepisów, powiem, że...". Jak mylicie, ile takich osób ogląda mecz siatkówki o 3 nad ranem?  
[15.07.06, 16:26] Asgaroth :  oz faken...  
[15.07.06, 14:42] Railman :  ooo ciekawe, cwierc magister... cwierc maturzysci  
[15.07.06, 11:43] MasterOfDisaster :  aj, byłe szybszy desp  
[15.07.06, 11:38] desp :  http://wiadomosci.onet.pl/1356568,11,item.html !!!11!  
[15.07.06, 11:21] maverick :  http://wiadomosci.onet.pl/1354062,69,item.html !!1!!!!!11111!!!!!!  
[15.07.06, 9:40] roolin :  w październiku będzie...  
[15.07.06, 6:38] Dreamer_ :  a BG 3x01 jeszcze nie ma :(  
[15.07.06, 4:42] roolin :  na ScT już jest nowy SG-1! Idzie prawie 800 KB/s :]  
[15.07.06, 4:31] Marta:) :  wlasnie skonczylam grac w eurobiznes :|  
[15.07.06, 2:57] Erotyczny :  na jaki link/mail mam to http://desp.night.pl/phot...ge=13&photo=154 <http://desp.night.pl/photos/index.rhtml?gallery=grill&page=13&photo=154> wysłać z komentarzem ? kto wiosnę tak zbezczecił? grzesiu ... nie mów nic ...  
[14.07.06, 21:21] MasterOfDisaster :  http://www.minimalsworld....brazilian.shtml <http://www.minimalsworld.net/BrazilName/brazilian.shtml>  
[14.07.06, 17:23] q :  Nie znalazłem liczby punktów do egzaminu z ćwiczeń niektórych grup, więc moja baza ( http://ii.yebood.com/rozne/aisd.sql ) nie ma częci danych. Nieco sformatowana postać jest tu: http://ii.yebood.com/rozne/wynaisd.htm . To tyle, jeli chodzi o AiSD.  
[14.07.06, 11:16] maverick :  http://pl.wikipedia.org/wiki/Libacja_alkoholowa  
[14.07.06, 10:07] GhandaL :  http://sport.gazeta.pl/Mu...35,3482769.html <http://sport.gazeta.pl/Mundial2006/1,73035,3482769.html>  
[14.07.06, 10:06] Einherjer :  http://serwisy.gazeta.pl/...13,3482242.html <http://serwisy.gazeta.pl/wyborcza/1,34513,3482242.html>  
[14.07.06, 8:12] yanoo :  ja pierdolę ale rzeźnia. 4:48 RANO a na skrzyżowaniu Kasprowicza z Broniewskiego (dwa pasy ruchu w jedną, dwa w drugą stronę) jebnęły się 3 samochody :| jęki, wołania o pomoc, krew. Scena jak z amerykańskiego firmu katastroficznego ;|  
[14.07.06, 2:30] q :  E tam, ta wcale nie była trudna... Ja też win i też spać :> .  
[14.07.06, 2:14] desp :  no... I win! można ić spać :P  
[14.07.06, 1:28] desp :  omg, omg, omg. ale głupi jestem  
[14.07.06, 1:15] maquina :  desp: bo do przejscia 23 potrzeba sporego opanowania  
[13.07.06, 23:34] desp :  utknąłem na 22->23  
[13.07.06, 23:13] maquina :  Be zizou: http://www.deutschland-handy.de/zidane.htm  
[13.07.06, 20:03] desp :  http://n.nfshost.com/1.html  
[13.07.06, 19:25] desp :  Warto przeczytać: http://craphound.com/msftdrm.txt  
[13.07.06, 18:15] desp :  http://tinyurl.com/knlru  
[13.07.06, 17:55] maverick :  http://en.wikipedia.org/wiki/Chuj  
[13.07.06, 17:49] Paczesiowa :  kieyds mialem problem z plikiem o nazwie "-=" pod linuxem, rozwiazanie jest proste touch/mv/cp -- -= i smiga  
[13.07.06, 17:11] fala :  Czajkę pokazali w teleexpresie  
[13.07.06, 15:58] maverick :  http://wiadomosci.onet.pl...,1,1,,item.html <http://wiadomosci.onet.pl/1354727,69,1,1,,item.html>  
[13.07.06, 15:04] Paczesiowa :  i jeszcze zabiora pastuchom puchar!!  
[13.07.06, 2:56] Paczesiowa :  http://video.google.pl/vi...970568688502787 <http://video.google.pl/videoplay?docid=5142970568688502787> i dalej twierdze ze się pastuchowi nalezalo!  
[12.07.06, 20:14] yanoo :  http://sport.gazeta.pl/Mu...77,3473827.html <http://sport.gazeta.pl/Mundial2006/1,73577,3473827.html> ROTFL  
[12.07.06, 17:07] Paczesiowa :  !1!  
[12.07.06, 16:04] uzi :  CU za jakie 2.5 tygodnia  
[12.07.06, 7:52] kshaczek :  jazda od rana ;)  
[12.07.06, 7:50] yanoo :  się obudził...  
[12.07.06, 7:30] PAVULON :  Materazzi powiedział ZIZOU że będzie trenerem reprezentacji Polski.  
[11.07.06, 19:59] yanoo :  http://sport.gazeta.pl/sport/1,65025,3477747.html  
[11.07.06, 19:41] yanoo :  "Enemy Territory: Quake Wars dopiero w 2007 roku"  
[11.07.06, 19:01] fala :  ej jakby moje posty i txty zaczęły być głupsze niż wypowiedzi polityków pis na konferencjach prasowych, to dajcie mi znać pliz, bo czuje że od oglądania TV szare komórki wypływają mi uszami  
[11.07.06, 18:36] yanoo :  40 postów?! wtf?! wakacje się skończyły, czy co?  
[11.07.06, 16:14] fala :  http://ms2006.interia.pl/news?inf=769228  
[11.07.06, 14:05] nirvanka :  ja się już wczoraj nad tym zastanawiałam i włanie wysłałam  
[11.07.06, 11:10] q :  Chyba doszlimy do tego momentu, w którym kto, komu zależy, powinien wysłać maila do KLO...  
[11.07.06, 9:53] pushq :  "Twoja stara"?  
[11.07.06, 0:23] Erotyczny :  http://www.amd.com/us-en/..._docs/24594.pdf <http://www.amd.com/us-en/assets/content_type/white_papers_and_tech_docs/24594.pdf>   
[10.07.06, 22:50] maverick :  na pewno powiedzial mu "Zizou, ty chuju!!1!"  
[10.07.06, 22:35] yanoo :  http://gry.wp.pl/filtr;0,...29420;core.html <http://gry.wp.pl/filtr;0,0;x;nowinki,10,29420;core.html>  
[10.07.06, 17:56] yanoo :  "Grasz jak Rasiak"  
[10.07.06, 17:27] uzi :  Co powiedział Materazzi do Zidane'a? "Zatrzymał mi się rozrusznik, zrób co!"  
[10.07.06, 17:21] yanoo :  *q*, ad quinto: do strzałów w rodek bramki nie potrzeba 2 metrów wzrostu. a huknięć w okno nikt nie jest w stanie obronić.  
[10.07.06, 14:57] Paczesiowa :  http://mundial.onet.pl/0,...,wiadomosc.html <http://mundial.onet.pl/0,1247843,1353499,wiadomosc.html> jak widac wszyscy lubia patrzec jak pastuch zgarnia w pape:D  
[10.07.06, 13:32] Paczesiowa :  http://tonaz.altervista.org/zidane.html  
[10.07.06, 12:15] uzi :  bo oni mają z francuzami na pieńku od jakich 250 lat zdaje się - no i w US jest wielu włochów  
[10.07.06, 4:34] kshaczek :  ja w robocie ogladalem mecz :D akurat dwie knajpy obok mojej byl bar z TV. Tez uwazam ze cienki final, rozstrzygniety karnymi -- karne to tak naprawde szczescie a nie umiejetnosci. // W USA wszyscy z ktorymi gadalem kibicowali Wlochom.  
[10.07.06, 3:03] Paczesiowa :  a tyle cwiczylem...  
[10.07.06, 0:08] maverick :  i to bardzo - np. do reprezentacji z zasady nie powoluje pilkarzy spod znaku skorpiona  
[10.07.06, 0:05] uzi :  notabene, Domenech wierzy w astrologię  
[09.07.06, 23:40] roolin :  Bogiem jest Maradona który strzelił Anglii bramke ręką. Zidane jest tylko geniuszem, co nie zaprzecza faktowi, że zachował się jak debil  
[09.07.06, 23:33] fala :  dobra, dobra, ja bym tam z nim nie chciał 1 na 1. imo to nie włosi wygrali, tylko francja nie wygrała. żabojady grały lepiej, a zidane nie jest idiotą, tylko bogiem (od dzi mrocznym ;))!  
[09.07.06, 23:31] MasterOfDisaster :  mecz i tak był nudny  
[09.07.06, 23:29] maverick :  A co do Bartheza, to zdecydowanie masz racje. Zreszta Barthez w ogole powinien grzac lawe, a na boisku powinien grac Coupet. Z tym, ze ktos tam baaardzo lubi Bartheza.  
[09.07.06, 23:27] maverick :  *q*: Ad. tertio: a ja uwazam, ze owszem, przez niego. Po pierwsze, wykonywalby pewnie pierwszego karnego (i pewnie by go trafil). Po drugie, Zidane byl ostoja reprezentacji, kapitanem. Jego zejscie musialo rozkojarzyc Francuzow (np. Trezegueta).  
